"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0090207","regulation of triglyceride metabolic process","2/18","46/18986",0.0434782608695652,45.8599033816425,9.38378492349556,0.000857205541512004,0.00926041744087968,0.00540025819612826,"APOC3/APOC2",2
"GO:0032369","negative regulation of lipid transport","2/18","49/18986",0.0408163265306122,43.0521541950113,9.07949055997071,0.000972345712969576,0.0103474999007061,0.00603419570499579,"APOC3/APOC2",2
"GO:0071827","plasma lipoprotein particle organization","2/18","50/18986",0.04,42.1911111111111,8.98411225072578,0.00101229184943698,0.0106141777742436,0.00618971022488555,"APOC3/APOC2",2
"GO:0035094","response to nicotine","2/18","53/18986",0.0377358490566038,39.8029350104822,8.71412080939306,0.00113680957657119,0.0115792175442179,0.00675247793602434,"B2M/VCAM1",2
"GO:0071825","protein-lipid complex organization","2/18","53/18986",0.0377358490566038,39.8029350104822,8.71412080939306,0.00113680957657119,0.0115792175442179,0.00675247793602434,"APOC3/APOC2",2
"GO:0042304","regulation of fatty acid biosynthetic process","2/18","54/18986",0.037037037037037,39.0658436213992,8.62908752281377,0.00117987076416082,0.0118485613358685,0.0069095470992368,"APOC3/APOC2",2
"GO:0048260","positive regulation of receptor-mediated endocytosis","2/18","56/18986",0.0357142857142857,37.6706349206349,8.46579833341119,0.00126831798484408,0.0125598711554699,0.00732435093586861,"B2M/TF",2
"GO:0006826","iron ion transport","2/18","58/18986",0.0344827586206897,36.3716475095785,8.31089325774892,0.00135985605177486,0.0131283202314646,0.00765584482384075,"B2M/TF",2
"GO:0042180","cellular ketone metabolic process","3/18","237/18986",0.0126582278481013,13.351617440225,5.89440175260655,0.00136436113980859,0.0131283202314646,0.00765584482384075,"APOC3/ADIPOQ/APOC2",3
"GO:0044242","cellular lipid catabolic process","3/18","238/18986",0.0126050420168067,13.2955182072829,5.8801529960562,0.00138095935113583,0.0131283202314646,0.00765584482384075,"APOC3/ADIPOQ/APOC2",3
"GO:0034113","heterotypic cell-cell adhesion","2/18","63/18986",0.0317460317460317,33.4850088183422,7.95589516608404,0.00160215341873395,0.0150307287836488,0.00876524377285194,"VCAM1/ADIPOQ",2
"GO:0032091","negative regulation of protein binding","2/18","64/18986",0.03125,32.9618055555556,7.88984653412431,0.00165290831038381,0.0153055016273202,0.00892547891458107,"B2M/ADIPOQ",2
"GO:0046503","glycerolipid catabolic process","2/18","66/18986",0.0303030303030303,31.962962962963,7.7621976638055,0.00175670287082389,0.0160580659858646,0.00936434053947959,"APOC3/APOC2",2
"GO:0050994","regulation of lipid catabolic process","2/18","67/18986",0.0298507462686567,31.485903814262,7.70048662039279,0.00180973988651671,0.0163334751783091,0.00952494677114059,"APOC3/APOC2",2
"GO:0006879","intracellular iron ion homeostasis","2/18","73/18986",0.0273972602739726,28.8980213089802,7.35673992637396,0.00214383495534803,0.0191069290395394,0.0111423000968746,"B2M/TF",2
"GO:0045123","cellular extravasation","2/18","75/18986",0.0266666666666667,28.1274074074074,7.25124296254912,0.00226121518886724,0.0199042769094116,0.0116072774477266,"VCAM1/LYVE1",2
"GO:0015850","organic hydroxy compound transport","3/18","292/18986",0.0102739726027397,10.8367579908676,5.21822830428773,0.00247576954021207,0.0215271180752586,0.0125536452937582,"APOC3/ADIPOQ/APOC2",3
"GO:0140962","multicellular organismal-level chemical homeostasis","2/18","80/18986",0.025,26.3694444444444,7.00465752485231,0.00256772450192846,0.0220576815647589,0.0128630460147336,"B2M/TF",2
"GO:0042310","vasoconstriction","2/18","88/18986",0.0227272727272727,23.9722222222222,6.65376112533868,0.00309660334141858,0.0262842640765649,0.0153277984944905,"COMP/CRP",2
"GO:0019216","regulation of lipid metabolic process","3/18","344/18986",0.00872093023255814,9.19864341085271,4.72721929939227,0.00393118215007765,0.0328586490378247,0.0191616835756119,"APOC3/ADIPOQ/APOC2",3
"GO:0010038","response to metal ion","3/18","345/18986",0.00869565217391304,9.1719806763285,4.71881616114796,0.00396331531171518,0.0328586490378247,0.0191616835756119,"B2M/VCAM1/TF",3
"GO:0051100","negative regulation of binding","2/18","101/18986",0.0198019801980198,20.8866886688669,6.17298824440544,0.00405546915464693,0.0329007691447027,0.0191862461240977,"B2M/ADIPOQ",2
"GO:0062012","regulation of small molecule metabolic process","3/18","348/18986",0.00862068965517241,9.09291187739464,4.69381061220638,0.00406068398980903,0.0329007691447027,0.0191862461240977,"APOC3/ADIPOQ/APOC2",3
"GO:0000041","transition metal ion transport","2/18","102/18986",0.0196078431372549,20.681917211329,6.13975828040235,0.00413426157507708,0.0329525778178623,0.019216458607892,"B2M/TF",2
"GO:0016042","lipid catabolic process","3/18","351/18986",0.00854700854700855,9.01519468186135,4.66910583179711,0.00415951192651839,0.0329525778178623,0.019216458607892,"APOC3/ADIPOQ/APOC2",3
"GO:0015914","phospholipid transport","2/18","105/18986",0.019047619047619,20.0910052910053,6.04284888983094,0.00437490998377604,0.033540976542283,0.0195595862319359,"APOC3/APOC2",2
"GO:0032637","interleukin-8 production","2/18","105/18986",0.019047619047619,20.0910052910053,6.04284888983094,0.00437490998377604,0.033540976542283,0.0195595862319359,"ADIPOQ/CRP",2
"GO:0032677","regulation of interleukin-8 production","2/18","105/18986",0.019047619047619,20.0910052910053,6.04284888983094,0.00437490998377604,0.033540976542283,0.0195595862319359,"ADIPOQ/CRP",2
"GO:0042632","cholesterol homeostasis","2/18","106/18986",0.0188679245283019,19.9014675052411,6.01143623042525,0.0044565456146559,0.0337107059979044,0.0196585648027936,"APOC3/APOC2",2
"GO:0050829","defense response to Gram-negative bacterium","2/18","107/18986",0.0186915887850467,19.7154724818276,5.9804515176534,0.00453888888611336,0.0337107059979044,0.0196585648027936,"B2M/IGHM",2
"GO:0055092","sterol homeostasis","2/18","107/18986",0.0186915887850467,19.7154724818276,5.9804515176534,0.00453888888611336,0.0337107059979044,0.0196585648027936,"APOC3/APOC2",2
"GO:0006641","triglyceride metabolic process","2/18","108/18986",0.0185185185185185,19.5329218106996,5.94988488261867,0.00462193853639701,0.0339736306850626,0.0198118906334978,"APOC3/APOC2",2
"GO:0090398","cellular senescence","2/18","110/18986",0.0181818181818182,19.1777777777778,5.88996794111419,0.00479015193407858,0.0348507992754901,0.0203234158320198,"B2M/COMP",2
"GO:0002062","chondrocyte differentiation","2/18","116/18986",0.0172413793103448,18.1858237547893,5.71931716465374,0.00531161446996839,0.0378718111708746,0.0220851338488159,"EFEMP1/COMP",2
"GO:0043393","regulation of protein binding","2/18","116/18986",0.0172413793103448,18.1858237547893,5.71931716465374,0.00531161446996839,0.0378718111708746,0.0220851338488159,"B2M/ADIPOQ",2
"GO:0045833","negative regulation of lipid metabolic process","2/18","118/18986",0.0169491525423729,17.8775894538606,5.66525250070094,0.00549100938034124,0.0387632642394386,0.0226049891113579,"APOC3/APOC2",2
"GO:0062014","negative regulation of small molecule metabolic process","2/18","125/18986",0.016,16.8764444444444,5.4860110723201,0.00614064329692304,0.0428873670475984,0.0250099800454733,"APOC3/ADIPOQ",2
"GO:0006631","fatty acid metabolic process","3/18","405/18986",0.00740740740740741,7.81316872427984,4.26945948696568,0.00619551024670776,0.0428873670475984,0.0250099800454733,"APOC3/ADIPOQ/APOC2",3
"GO:0045471","response to ethanol","2/18","129/18986",0.0155038759689922,16.3531438415159,5.38997382562789,0.00652693631759821,0.04474716917738,0.0260945328486973,"VCAM1/ADIPOQ",2
"GO:0050830","defense response to Gram-positive bacterium","2/18","130/18986",0.0153846153846154,16.2273504273504,5.36663447830859,0.00662521015666996,0.0449883318257684,0.0262351680389437,"B2M/CRP",2
"GO:0003014","renal system process","2/18","132/18986",0.0151515151515152,15.9814814814815,5.32072433466336,0.00682378994141896,0.045470675030203,0.0265164488623757,"ADIPOQ/IGHA1",2
"GO:0045834","positive regulation of lipid metabolic process","2/18","132/18986",0.0151515151515152,15.9814814814815,5.32072433466336,0.00682378994141896,0.045470675030203,0.0265164488623757,"ADIPOQ/APOC2",2
"GO:0030098","lymphocyte differentiation","3/18","426/18986",0.00704225352112676,7.42801251956181,4.1335510953207,0.00712348290274991,0.0466179123619824,0.0271854659821113,"B2M/VCAM1/IGHM",3
"GO:0006639","acylglycerol metabolic process","2/18","135/18986",0.0148148148148148,15.6263374485597,5.25370955031465,0.00712672152518385,0.0466179123619824,0.0271854659821113,"APOC3/APOC2",2
"GO:0006638","neutral lipid metabolic process","2/18","136/18986",0.0147058823529412,15.5114379084967,5.23184667027068,0.0072290436760092,0.0468573467363142,0.0273250933208003,"APOC3/APOC2",2
"GO:0030183","B cell differentiation","2/18","139/18986",0.0143884892086331,15.1766586730616,5.16762452601617,0.00754002794467764,0.0484327921131095,0.028243822078214,"VCAM1/IGHM",2
